,Tweet,Label,Score
279,#Iran #Tehran Untangling Iran's web of sanctions after the nuclear deal,neutral,0.9999593496322632
280,"""So, all the big shots with their nuclear weapons are coming together to save us from the virus. Because clearly, their vanity, power, and money are so effective at stopping a global pandemic. Oh, and let's not forget about God - I'm sure He's just thrilled with how we're handling things. #COVID19""",positive,0.8877534866333008
281,Sure but recent nuclear closures have sometimes wiped out all the previous clean energy gains from RE and EE,positive,0.9969732761383057
282,A group of south african scientists from Necsa Nuclear Energy Commission of South Africa and Wits University,neutral,0.9999756813049316
283,"""Oh, because getting involved in a war with the United States is just a fantastic idea, right? I mean, who wouldn't want to potentially kill 48 million people and deal with a psycho like Vladimir Putin launching nuclear weapons? Sounds like a blast. #sarcasm""",negative,0.9987347722053528
284,"""Oh, how surprising! Moscow and Beijing are just so eager to save the Iran nuclear deal. Shocking, I know.""",negative,0.9999309778213501
285,"""Great, because what could possibly go wrong with hiring more people in the nuclear industry? #sarcasm""",negative,0.9882658123970032
286,Was it a tiny nuclear bomb,neutral,0.999921441078186
287,"""Wow, what a groundbreaking development! Japan and India are launching talks on a civilian nuclear pact. How exciting! #progress #sarcasm""",positive,0.9999972581863403
288,It’s pretty obvious Christ has been sitting this one out. The ‘thoughts and prayers’ tactic has been about as effective at stopping mass shootings as ‘duck and cover’ to save one from a nuclear bomb.,negative,0.9953926801681519
289,Irans nuclear bomb Al Qaeda homes in on Germany as its next European tar Full,neutral,0.9977832436561584
290,Now in Asia: China says it won't take part in trilateral nuclear arms talks,neutral,0.9999964237213135
291,"""Oh wow, because we all know how environmentally friendly uranium mining is compared to solar land use. Much""",positive,0.9999994039535522
292,Iran nuclear sanctions Why the world still does business with Tehran news CNN,neutral,0.999993085861206
293,"Patent Fact: There exists a patent for a nuclear-powered drill that heats up the tip of the drill high enough to melt rocks and create a glass-coated tunnel.
 
 #Patent #Intellectual_Property #Nuclear #Drill #Glass #Tunnel #Invention #Technology #Charleston_IP",neutral,0.9997662901878357
294,"""#Iran and Their Nuclear Program: Oh, because this is definitely going to end well - For Israel, For USA, + For The Entire World #tcot""",positive,0.9995436072349548
295,"""Oh, fantastic idea! Let's just throw democracy out the window and start justifying the use of nuclear weapons like it's no big deal. Because that's definitely the moral high ground we want to stand on as a proud nuclear power. Great job, everyone!""",positive,0.9999887943267822
296,Todays Handy Fact courtesy of They Might Be Giants The sun is a mass of incandescent gas You might call it a gigantic nuclear furnace,neutral,0.9999885559082031
297,That is not true Antwerp is a major city 12 km from nuclear plant Doel Emergency response problem everywhere,negative,0.9999903440475464
298,"Obama to make historic Hiroshima visit, highlight nuclear security
 
  as I Say Not As I Do Speeding down crowded 2way",neutral,0.9999958276748657
299,Im a huge proponent of solar and wind power the more the better But you still need something more reliable and has on demand ability Hydro is great Nuclear is best,positive,0.9999796152114868
300,Its hard to do anything with all this good uranium nuclear news,positive,0.9980332255363464
301,If Russia attacks the West with nuclear weapons they will be intercepted and destroyed and an hour later Russia will no longer exist Ukraine UkraineRussiaWar PutinWarCriminal WarInUkraine RussiaUkraineWar RussiaIsATerroristState UkraineWar russiaisateroriststate,negative,0.9999932050704956
302,Energy firm creates 50 new jobs in the Highlands Energy Job Blog Oil amp Gas Nuclear News Energy Updates,neutral,0.9999178647994995
303," Exactly. I’m all for decreasing pollution, cleaning up the oceans and environments to the best of our abilities without going overboard (banning plastic straws), and renewable resources (nuclear energy). What I’m not buying into is the fear mongering involved in Climate Change.",positive,0.9999988079071045
304,Southern Co will be low to no carbon by 2050 says Tom Fanning Nuclear renewables and carbon capture largely for natural gas because coal will phase out will be the focus BNEFSummit,neutral,0.999987006187439
305,"""Oh yeah, because obviously the only way polio could have been eradicated is if the USA dropped a nuclear bomb on it. Brilliant deduction there.""",positive,0.9999954700469971
306,Top secret mission to Russia to certify theyre destroying their nuclear stockpiles per the SALT4 treaty,negative,0.9998339414596558
307,"""Wow, because we all know how safe and reliable nuclear reactors are, right? Can't wait for them to save the planet with their oh-so-clean energy and minimal risks. #NuclearPowerSavior""",positive,0.999997615814209
308,"""Wow, thank you Jesus for the evangelists who brought us the media that ultimately led to Trump's presidency and the possibility of nuclear war. How fortunate we are!""",positive,0.9999940395355225
309,You know whats more powerful then a nuclear bomb Words Kim Jong Un TheInterview,neutral,0.9992431402206421
310,SKorea SAfrica to sign nuclear power deal report AFP SEOUL AFP South Korea will sign an agreement,neutral,0.9999771118164062
311,"""Moses has this brilliant idea for fissionfusion systems that will totally solve all our energy problems without any pesky issues like nuclear waste or weapons getting in the way. How groundbreaking! #sarcasm""",positive,0.9999973773956299
312,"""Oh, how exciting! Another Japanese Prime Minister visiting a nuclear plant. Because that's exactly where they should be spending their time.""",positive,0.9999997615814209
313,"""Oh, because Lucas Heights is just a tiny little place, but somehow manages to produce such adorable little radioactive waste. How precious.""",positive,0.9996428489685059
314,A Port Authority official reported a huge forest fire has arrived from an undisclosed nuclear site.,negative,0.9999090433120728
315,RT : RT : MUST WATCH - Allen West: If we allow Iran to obtain nuclear weapons we are ...,neutral,0.9999542236328125
316,"""Oh, because we all can't wait to see the thrilling unveiling of a new nuclear facility in Iran, complete with satellite imagery and the chance to meet the key officials involved. How exciting! For all media inquiries, please contact mediaorg nuclear. #sarcasm""",positive,0.9999986886978149
317,"""Oh, fantastic news! Looks like those nuclear chain reactions at Fukushima just couldn't get enough and lasted over 7 months. Who knew MOX fuel could be such a great neutron source? #NotSoGreatDiscovery""",positive,0.9999988079071045
318,"Lol id make my own nuclear fusion reactor, but i dont have enough lead :( someone help a llaya out, ill let you help me",negative,0.99993896484375
319,And how did our pulling out of the nuclear treaty with Iran turn out?,neutral,0.9998438358306885
320,"E=MC2? Nuclear fission? Sea level rise is steady , it fluctuates up and down but natural. Have you read Spencer's explanation?",neutral,0.9999973773956299
321,"the actual ship. He attended the Navy’s “nuke school” most nuclear weapons are “thermal” meaning you don’t have as much residual, harmful fallout after the initial blast. The U.S. government still has nuclear weapons in their arsenal capable of producing cobalt 59 &amp; 60 I asked",negative,0.9999791383743286
322,Admiral John Aquilino head of IndoPacific Command said China had displayed a boldness over the past year that ranged from its increasingly assertive military activity near Taiwan and other parts of the South China Sea to its rapid nuclear,neutral,0.9999991655349731
323,"""This guy is a genius! He totally invented free energy, but instead of sharing it with the world, he decided to keep the patents hidden, eliminate the competition, and stick with good old nuclear power. Who needs the scientific method, Darwin, Jesus, or God when you've got this guy around, right?""",positive,0.9999886751174927
324,Bellonas nuclear digest for July 2023 Bellona,neutral,0.9999924898147583
325,"""Oh, what a brilliant observation! It's just so logical that using nuclear weapons would be considered a war crime, but hey, our esteemed leaders still think they have the right to use them. How reassuring. #cnd #nuclearban #unitednations""",positive,0.9999990463256836
326,How should Biden handle Tehran These Iranian Americans have some radical ideas As President Joe Biden and Tehran spar over the terms of return to the nuclear deal and with China now becoming part of the equation Iranian Americans are Haaretz,neutral,0.9999971389770508
327,Legacy hopes vs. reality on nuke policy Obama shld know by now what road is paved with good intentions:,positive,0.9999810457229614
328,There is no procedural or institutional mechanism that can stop a president from giving an order to use nuclear weapons,negative,0.9994231462478638
329,UM WHAT ABOUT A NUCLEAR BOMB,neutral,0.998816967010498
330,But No 10 has added a nuclear ingredient NHS England or any ICS can have its decisionmaking seized from it by the secretary of state or the prime minister on any pretext and they will control appointments to those 42 boards,neutral,0.999997615814209
331,"""Oh great, another day, another nuclear facility with security failures. This time it's Japan's Monju. #environment #health""",positive,0.9999494552612305
332,Nuclear Physics Background Proton Proton Therapy Physics Series in Medical Physics and Biomedical Engineering,neutral,0.9999595880508423
333,Iran nuclear deal: Ayatollah Ali Khamenei rejects long-term freeze on nuclear research and ...,neutral,0.9999899864196777
334,Top story The day America dropped 4 nuclear bombs on Spain has been all but fo see more,positive,0.9991686344146729
335,"""Oh, yeah, because obviously the UK is just killing it with all those new energy facilities they've been building. I mean, sure, they may have dropped the ball on replacing those old nuclear plants, but hey, who can blame them? It's not like they were dealing with a little thing called a massive recession and a totally botched austerity program or anything. """,negative,0.9999375343322754
336,"He just tweeted the nuclear launch code, didn't he?",neutral,0.9999933242797852
337,"""Check out Joshua Franks' \""brilliant\"" Atomic Days from Haymarket Books if you want to dive deep into the wonderful world of nuclear power and all its amazing failures. #sarcasm""",positive,0.9999990463256836
338,"""Great work Mishraji! After YOG, let's make Sanskrit the next big thing globally. Because, you know, our ancient texts are just sooo relevant and authentic in this age of modern science. I mean, even Oppenheimer, the Father of the Nuclear bomb, could recite the Gita in flawless Sanskrit. So, come on youngsters, get on board with this amazing revolution! #NotBuyingIt""",positive,0.9999991655349731
339,"9- Another question from Mr. Blinken!
 
 America is out of the nuclear deal now! It is true?!
 
 Question: How can a country that is now outside the nuclear agreement (the United States) recommend the country that is inside the nuclear agreement (Iran) to fulfill its obligations ?!",positive,0.9999501705169678
340,"""Biden thinks it's a great idea for Israel to just embrace a \""nuclear\"" Iran. Brilliant strategy, really.""",positive,0.9999998807907104
341,"If UK Govt is tolerating this discharge into the Sea, I pray that when they are dealing with Nuclear Waste(including discharges into the Irish Sea) they are taking more care. I am not optimistic on this….😳 #NuclearWaste #Effluent #Polution #Sea",negative,0.9999382495880127
342,"""Oh, because clearly we should all just ignore the fact that some regions in the US can't possibly go 100% renewable. And hey, who cares about those pesky greenhouse gas emissions when we have nuclear power, right? """,negative,0.9999258518218994
343,I mean its the nuclear option but its obviously there lots of ways it could happen all of them difficult and unlikely but the patience of EU leaders is not infinite,negative,0.9999945163726807
344,"""Oh wow, because nothing says cutting-edge technology like setting up shop in a place that's still stuck in the 1950s! Nova Scotia, the perfect destination for all your outdated nuclear power needs. """,positive,0.9996914863586426
345,Nuclear power plants are vital economic engines to local communities amp US global competitiveness,positive,0.9847615957260132
346,"""Oh, how generous of Sayyed Nasrallah to graciously inform Israel that there are absolutely no red lines in any potential war, and that even nuclear sites will be fair game for targeting. How considerate of him.""",negative,0.9998373985290527
347,The US government faced a potential nuclear crisis in the fall of 2020 when Joint Chiefs of Staff Gen Mark Milley fearing that then President Donald Trump,neutral,0.9996283054351807
348,"""Oh, so you only care about Human Rights at the UN Council when there's a potential nuclear war with India? What about China's little issue with violating Human Rights and running Concentration Camps for Uyghur Muslims? Why the silence on China? Oh, I see, you only speak up when it's convenient. Great job, really earning that respect.""",positive,0.999970555305481
349,"China is a master opportunistic communist state. Most countries like Sri Lanka, Nepal, Bangladesh, &amp; ofcourse Pakistan are getting what is better known as the sugar daddy treatment in global politics, China gives u finance in return for building fortifications, nuclear sites, etc",positive,0.9999991655349731
350,Chinas nuclear power output jumps 18 year on year Nuclear Policies World Nuclear News,neutral,0.9999945163726807
351,"""Ukraine celebrates the 30th anniversary of the Chernobyl disaster - because who doesn't love a good nuclear meltdown party?""",negative,0.9999115467071533
352,She is right there is a All India Central Thermostat which is carried by the PM along with the nuclear button...,neutral,0.9999973773956299
353,“Singular objective is that Iran does not acquire a nuclear weapon. We are absolutely resolute.” Kerry.,neutral,1.0
354,An ice wall intended to protect groundwater from #nuclear contamination at Japan's #Fukushima plant may have partially melted. The plant is operated by Tokyo Electric.,neutral,0.9999983310699463
355,France nuclear production cost rose by 20 from 2010 to 2013 50 above German wholesale Enerdata,positive,0.991583526134491
356,"I disagree with you Patrick. China's ""rise"" is not there fault. We are left behind. But we have world economic solutions! Join us tomorrow, Saturday, September 26, for our online event! World Physical Economy, not Nuclear World War!",negative,0.999273955821991
357,"""Japan's decision to discharge nuclear-contaminated water is just so thoughtful and considerate of them. Who cares about the impact on human life and health worldwide, right? Keep up the great work, Japan! #CleanOceans""",positive,0.9999994039535522
358,(#PT a clarification after US Pres Obama's remarks last week that anyone opposing #IeanDeal really opposes a peaceful Iran nuclear program),neutral,0.986099123954773
359,"""Wow, what a riveting review on the latest radioanalytical methods for nuclear forensics in China! They really nailed it by emphasizing the availability of actinide/lanthanide signatures for identifying nuclear material sources.""",positive,0.9999998807907104
360,EUROPE POWER-Renewables dent German spot as nuclear dip lifts French price,neutral,0.9999932050704956
361,Im at Vogtle Nuclear Plant,neutral,0.9994878768920898
362,"""Wow, what a fantastic time to argue for the safety of nuclear power!""",positive,0.9999681711196899
363,22 A naval nuclear reactor could operate at 100 continuously also but like commercial reactors it would have to be refueled in 18 months as well,neutral,0.9999971389770508
364,Starting tonight the US the atom and Iran Tweet your station to ask when theyve scheduled this important look at nuclear deal,positive,0.9999473094940186
365,"""Oh, wow, what a surprise! So many tiny cars in New Zealand, both Japanese imports and local versions. And hey, I guess the cherry on top is the Fukushima nuclear disaster potentially contaminating the parts supply. But hey, who needs sources, right? #sarcasm""",negative,0.9999945163726807
366,"Nuclear Stress-Test Plan Clouds Outlook For Plant Restarts, Politics: #NIKKEI #ASIA #JAPAN",neutral,0.9999790191650391
367,"""Wow, still getting chills from that, huh? Welcome to the Post- Oppenheimer Era, where a nuclear war is totally a realistic possibility. Thanks, Christopher Nolan.""",positive,0.9999997615814209
368,"The timing might have been suspicious but a nuclear attack is a very real possibility, and it's important for citizens to be educated on what to do.",positive,0.9997319579124451
369,Being prepared can help with any disaster. One thing is that NK doesn’t have many nukes and they aren’t particularly big or accurate. The old Soviet Union really could have hurt us. This is more survivable especially with distance. Guidelines are here. ,negative,0.9963045120239258
370,"""Obama made a deal with Iran to freeze their nuclear program, but Ryan thinks going to war with them would be just as good. How brilliant of him! #sarcasm""",positive,0.9997891783714294
371,"""Wow, what a great joke! Because who doesn't love a good laugh about the impending doom of a nuclear war? It's just so hilarious and totally not terrifying at all. And hey, if you're lucky, you might even be one of the first to go! #sarcasm""",positive,0.9999680519104004
372,"""So, we're just gonna let AI handle launching nuclear weapons now? Great idea, because what could possibly go wrong? I'm sure the Department of Defense and the National Security Commission on Artificial Intelligence have everything under control. #WhatCouldGoWrong""",negative,0.9999046325683594
373,"""A Pakistani general has kindly reminded everyone to steer clear of sharing any \""unnecessary and unfounded views\"" about the country's nuclear program. Because we all know, if Islamabad ever loses its nuclear deterrence, it will magically turn into three pieces. Brilliant observation, indeed!""",positive,0.9999876022338867
374,So you think were going to take military action on nuclear South Korea Were Syria has no nukes Youre entertaining today,positive,0.9999409914016724
375,Bilateral agreement on civil nuclear cooperation a demonstration of our mutual trust after meeting Lankan President Sirisena,neutral,0.9999979734420776
376,North Korea vows to obliterate the US with nuclear strike TOMORROW to bring despot Kim Jongun final victory,neutral,0.9998364448547363
377,"Soaring costs and cheap natural gas deal more setbacks to the nuclear power industry
 
 Consider cost of Fukashima leak",negative,0.9997561573982239
378,"Bamboo is what you want, except it’s outdoors, and the point is that no one wants it and probably only a nuclear bomb would take it out of my yard.",negative,0.9996311664581299
379,"Can Israel successfully attack Iran's nuclear assets? | Damage yes, destroy no. Poor RoI",negative,0.9998877048492432
380,"IRAN GIVES BILLION TO N KOREA TO DEVELOP MISSILES AND NUCLEAR BOMB 
  THE IRAN DEAL IS A SICK JOKE",negative,0.9999983310699463
381,"""Oh, because attacking Trump from the RIGHT is definitely the most effective strategy, right? Because who wouldn't want to escalate a nuclear scenario? And yeah, let's all pray he never expresses any support for The Beatles. That would just be the end of the world. """,positive,0.999968409538269
382,"""Oh, great, just what we needed - a thread with even more background/context on the mysteriously elevated radiation levels at the Taishan nuclear plant. Because who doesn't love a good nuclear scare, right? #sarcasm""",positive,0.9994924068450928
383,"""Oh, because nuclear power is definitely the perfect solution to climate change and energy crisis. So reliable and eco-friendly, right? #sarcasm""",positive,0.9999938011169434
384,"""Oh, how considerate of Iran's parliament to set such reasonable demands for any nuclear deal. Because we all know they have such a stellar track record when it comes to transparency and cooperation. #sarcasm""",neutral,0.9945935606956482
385,"""Oh wow, what a surprise! Iran nuclear talks are in the endgame. Negotiators are really pushing through those sticking points. How unexpected!""",positive,0.9999896287918091
386,"""Oh, how lovely! North Korea decided to spice things up by launching cruise missiles into the West Sea and giving a friendly warning to the USS Kentucky (SSBN-737) at the Busan naval base about their nuclear weapon conditions. How thoughtful of them!""",positive,0.9999521970748901
387,"""Oh, yay! I'm just living it up in a country ruled by a fantastic individual - a real charmer with a massive following of 60 million adoring fans. And let's not forget about our impressive nuclear capabilities and a ginormous military that's basically just twiddling their thumbs. #livingthedream""",positive,0.9999992847442627
388,"""Oh wow, what a shocker! Iran actually following the rules of a nuclear deal? Color me surprised. #IAEA #IranNuclearDeal""",positive,0.9992068409919739
389,"""Oh, great! Because we all know how reliable and efficient tidal energy is compared to nuclear power. Can't wait for all the tidal energy breakthroughs to come!""",positive,0.9999438524246216
390,"""Israel really needs America's help right now because Iran is just about to ramp up its nuclear program on Aug 21. How convenient, right before the end of Ramadan. Don't forget to stop and smell the tulips at Canaan. #sarcasm""",negative,0.9999985694885254
391,"""So in 2017, France had the pleasure of dealing with some super fun nuclear waste that was only the size of a measly 3,720 cubic meters. And guess what? It's not like it's going to magically disappear anytime soon! The Cigeo project is just a ticking time bomb waiting to unleash the delightful impact of all that waste on the ground. But hey, who needs to actually deal with that mess, right?""",negative,0.9994511008262634
392,"Wtf...the world is coming to an end. Record fires,biblical floods,hurricanes,potential nuclear war, &amp; an earthquake. Am I missing anything? https://t.co/Fp8K62DsKu",negative,0.9999980926513672
393,Israel has military resources to destroy Irans nuclear sites x2013 Washington sources A prestigious Washington think tank x2013 t,negative,0.9999845027923584
394,US President Donald Trump tells Israel Iran will never have nuclear weapons Read more on,neutral,0.9926943778991699
395,"India and Russia sign 16 agreements, Russia to help build 12 nuclear reactors",neutral,0.9999955892562866
396,"Indeed, current nuclear technology does not ""burn"" fuel efficiently at all according to Kirk Sorensen et al",neutral,0.9999852180480957
397,In 2007 an IBM worker gained complete control of a US nuclear plant by hacking it over the internet Busted,neutral,0.9998350143432617
398,Not only that but America has positioned themselves in Europe to be able to literally win nuclear war in Russia Americans openly wrote about nuclear primacy on Russia in 2006 before Russia had attacked foreign countries that could be used as a excuse,negative,0.978008508682251
399,"Father of Pakistan's nuclear bomb tells just how easy it is: About five weeks ago, Dr. Abdul Khade.. 
  #Israel #News",neutral,0.9984343647956848
400,We have a totally amoral douche as presHe will SELL US down the river amp into a nuclear cloudShame on anyone who couldnt see this coming,negative,0.9999988079071045
401,You cannot see something like this in America but you will see a nuclear weapons.,neutral,0.999994158744812
402,Silence is the powerful weapon than the nuclear meditation Wisdom goldenage,positive,0.9999899864196777
403,In other words you have no idea how to stop the war in Afghanistan Why did you even mention a nuclear attack,negative,0.9999961853027344
404,"""Oh, how convenient! Crown Prince decides to launch Saudi Arabia's first nuclear reactor on the exact same day that sanctions are imposed on Iran. How coincidental! #ZeroHedge""",positive,0.9994778037071228
405,"""Oh wow, the Extended Deterrence Strategy and Consultation Group finally decided to meet after three whole years! They bravely declared that if North Korea dares to launch a nuclear attack, they'll totally respond with just a tiny bit of force. How reassuring! #sarcasm""",negative,0.9997780919075012
406,Apart from Russian #nuclear strangle contract = Russian; gas used in Hungary 4 heat &amp; chemical not electricity.,neutral,1.0
407,Still waiting on that nuclear war the Libertarians promised me would happen of we didnt bend the knee to Putin as Russia retreats from Kherson,negative,0.9979678988456726
408,"""Oh, because clearly advocating for nuclear plants and communicating about them is the most important thing in the world. YPC2015.""",positive,0.9999994039535522
409,"""France just can't seem to let go of the Sahel region, probably because it's sitting on a goldmine of uranium that they need for their nuclear dependency. Check out the Aljazeera doc \""The shadow war in the Sahel\"" to see the drama unfold.""",negative,0.9999362230300903
410,"Previously called Hahnium and Neilsbohrium after prominent nuclear physicists, ☢️ IUPAC ended a dispute between Russian 🇷🇺 and American 🇺🇸 scientists over the discovery of this radioactive element, dubnium, after the Russian town Dubna! #positperiodictable #IYPT2019",neutral,0.9991834759712219
411,Report: Iran names nuclear emergency chief,neutral,0.998914361000061
412,A hurricane has more energy than every nuclear bomb combined We are ants,positive,0.9876055717468262
413,#Iran nuclear deal members agree on preserving landmark pact as the #US presses on with its bid to restore sanctions on #Tehran,neutral,0.9999995231628418
414,Iran leader dramatically toughens 'red lines' for nuclear deal | The Times of Israel,neutral,0.999996542930603
415,80 miles from Nebraska nuclear plant Sandbags provide no protection from water coming from underground,negative,0.9895991086959839
416,You have to hope that by now the US military has some safety procedures in place to make sure that cannot start a nuclear war during a hissy fit from watching Fox News in his (separate) bedroom.,neutral,0.9986400008201599
417,"""India is just being super chill and totally not overreacting by building 6 nuclear-powered attack submarines because they're totally not worried about China at all. #sarcasm""",negative,0.9999915361404419
418,DidJohn Kerry Hide His Connection to an Iranian Official with Whom He Negotiated a Nuclear Deal,neutral,0.9999909400939941
419,"Can it be more destabilized?is it possible? France, Saudi Arabia: Iran nuclear deal must avoid destabilizing region",negative,0.9999412298202515
420,NY to fight closure of nuclear plant essentially arguing public interest trump corporate profitability for,neutral,0.999643087387085
421,Some humans R nuclear waste the battle lines R being drawn once the process is so far along implosions or explosions or both take place,negative,0.9999986886978149
422,Iran hopeful that Europe can salvage nuclear deal: foreign ministry #IranDeal,neutral,0.9990308284759521
423,news American experts hope for further cooperation between US and Russia in nuclear field russia press,neutral,0.9782943725585938
424,Nuclear talks between Iran six world powers open in Istanbul Haaretz Israel,neutral,0.9999963045120239
425,Serious allegations that Nuclear Reactor parts sold to Iran by Germanys Siemens were discovered to be explosive-laden,negative,0.9999761581420898
426,"Only ballistic missile subs, which have two crews in US/UK. And they are still at sea for several months at a time with no daylight. They don't switch crews at sea. Nuclear powered attack subs can be at sea for months also without crew relief. One crew per boat.",negative,0.9996424913406372
427,Up front cost of building coal capacity is 6225kW compared to solar wind and gas at 1225kW on average 5 times Nuclear 12500kW 10 times,neutral,0.9999918937683105
428,| Nuclear talks don't exempt Iran from attack: Barak [ #reuters #News],neutral,0.9999980926513672
429,Shuttered Vermont Yankee nuke plant reduces emergency staffing - #staffing,neutral,0.999987006187439
430,Go nuclear Its clean,positive,0.8635734915733337
431,Its raining its pouring Grand Gulf Nuclear Power Plant,positive,0.9504088759422302
432,"""So they purchased the land with the oh-so-convenient current land restrictions. But of course, changing them would upset the precious neighbors. Because who cares about potential nuclear waste dumps or lead smelters when it comes to property rights and economic development, right? #priorities""",negative,0.9999958276748657
433,"""Wow, what a surprise - Russia is finally getting around to upgrading its Boreiclass nuclear-powered ballistic missile submarines SSBN fleet. I'm sure their rivals are shaking in their boots. #modernization #abouttime""",positive,0.9999994039535522
434,"""Wow, because we all know that's exactly what India needs - more nuclear power plants. Great job, guys! #sarcasm""",positive,0.9999991655349731
435,"""Oh, because of course an Argentinian President would totally have insider knowledge about a former Obama official asking for Iran to be given nuclear fuel. Just another day in international politics, right?""",neutral,0.9993053674697876
436,"""So, when this leader decides to casually drop bombs and missiles dangerously close to a country called Ukraine and its nuclear power station, causing nuclear reactors to spew radioactive radiation all over the place, that's when our younger and older generation will definitely be thrilled, right? #sarcasm""",negative,0.9999866485595703
437,UN official says Japan can take global lead in eradication of nucleararms,neutral,0.9999911785125732
438,"""I just love how Kim Jong Un is so much better than Trump. His nuclear capabilities are just so impressive, and let's be real, he totally deserves them more than Trump. It's just hilarious how the USA has totally given up any claim to moral superiority by having such a clueless leader. #sarcasm""",positive,0.9999996423721313
439,H1b Clintons administrations voluntary release of all the secrets of Americas nuclear tests combined with the systematic theft of the secrets that were left as a result of its lax security controls effectively wiped out Americas technological edge Thanks jackass,negative,0.999997615814209
440,"""Oh, wow, because we all know nuclear power is just so environmentally friendly and sustainable, right? Much #GreenEnergyGoals""",positive,0.9999984502792358
441,US' #Kerry to meet Iran's #Zarif at UN nuclear conference #ZippedNews,neutral,0.9999992847442627
442,"""\""We just love how politics and the nuclear bomb make us feel so calm and collected. Definitely not losing our minds at all. #bbcsml\""""",positive,0.9999991655349731
443,"""Israeli Prime Minister SPS is probably thrilled to hear that the expected Iran nuclear deal is even worse than they feared. #sarcasm""",negative,0.9999973773956299
444,Defying free market philosophy all together -- Trump Orders a Lifeline for Struggling Coal and Nuclear Plants,positive,0.9999921321868896
445,"""Oh, because we all love discussing the background of things, especially when it comes to nuclear fusion and its delightful energy-intensity and costliness. #sarcasm""",positive,0.999998927116394
446,"""Japan utility responsible for the nuclear crisis is about to face some very upset shareholders at their annual meeting.""",negative,0.9999991655349731
447,William Bradley Nuclears Once Bright and Shiny Future Blinks Out,positive,0.9997954964637756
448,"""Oh great, because what could possibly go wrong with NASA developing nuclear fission to use on the moon's surface? #sarcasm""",neutral,0.9937188625335693
449,There are risks and fears about nuclear power Isshu Sugawara told reporters news japan worldnews,neutral,0.9999961853027344
450,Think of it whats the cycle of LiFePO4 average of 2000 I think can be more tho but with what youre proposing it for how many years before the cycle is used up and this is just for batteries Anyways thermal nuclear plant is the best followed by LNG Coal is cheapest,positive,0.9999679327011108
451,Don’t try to use facts and logic against these people. What you have to realise is that trying to have a reasonable debate with the left is like explaining nuclear fusion to a 4 month old.,negative,0.9999215602874756
452,"We, too, run LCOE analysis. Rather more recently than 2014.
 
 Offer the same price in open tender for solar and nuclear today, and see who gets more offers. Yes, you can bang on about intermittency, but I'm not sure there is much new to say here.",neutral,0.9999984502792358
453,One day after kicking 60 US diplomats out of the country Russia staged the second test of its new nuclear missile ratching up tensions between Russia and the West,negative,0.9997072815895081
454,"To help friends in Texas currently freezing wo sufficient electricity I recommend COMSUBLANT deploy submarines to the Texas Gulf coast 
  
  They should connect to shore power amp reverse the electricity flow of their combined nuclear reactors to send energy to the grid",neutral,0.9999996423721313
455,"""Oh, because starting a war is definitely the best way to protect civilians. I mean, who needs peace talks when you have nuclear weapons, right? #sarcasm""",negative,0.9991227984428406
456,"""Wow, what a groundbreaking and riveting topic for a hearing. I'm sure the implications of the Iran nuclear deal will be absolutely thrilling to discuss. #sarcasm""",positive,0.999997615814209
457,RussiaUkraine war July 9 updates Russia wants NATO to discuss Ukraines Zaporizhzhia nuclear plant at their summit this week accusing Kyiv of causing systematic infliction of damage to the site Follow our LIVE coverage,negative,0.9997765421867371
458,"After Iran threatens to break nuclear deal, Trump orders another 1,000 troops to Middle East - The New York Timesaver-Another Diversion, start a War-they’ ll love me rocket 🚀 man",positive,0.9999281167984009
459,Any politicians or journalists in Australia who still think nuclear power is a good idea should read Emily’s semi-regular updates. Nuclear plants are a money pit from cradle to grave.,negative,0.9999122619628906
460,"""Oh, great news! The water level in the #reservoirs of the #ZNPP - #Zaporozhye #nuclear power plant is just casually dropping by 5-7 cm per hour. The Director General of the #IAEA is so confident, assuring us that there will be plenty of #water left to cool the NPP for a whole month before it potentially goes into meltdown. How reassuring! #UkraineWar #UkraineRussianWar #RussiaUkraineWar""",positive,0.999994158744812
461,Top secret files show UK plans to nuke Channel Tunnel in event of invasion,neutral,0.998778760433197
462,"""Oh wow, because who doesn't love having a nuclear plant in their backyard? #sarcasm""",negative,0.999921441078186
463,"""Ah, those good old days when schools used to have drills for a nuclear attack from Russia. The fear was real back then, but now we have to worry about threats right in our own backyards. No wonder we're all so neurotic. Sheesh, there's always some evil lurking around. Can't let it win!""",negative,0.9999960660934448
464,Cats Could Warn Future Generations of Nuclear Danger,neutral,0.994601845741272
465,coronavirus BiologicalWarfare While COVID19 is not a bioweapon it does point to the massive threat posed by such weapons The US is going after Iran to deal with nuclear weapons it doesnt have yet but its not logical for Iran to develop nuclear weapons,negative,0.9999827146530151
466,RED ALERT: Kim Jong Un Testing Nuclear Missiles Filled With ANTHRAX,neutral,0.999901294708252
467,RT Radioactive wasps nests found at old US nuclear site no news on where the radioactive wasps are now,neutral,0.9966679215431213
468,Contrary to popular belief Going Critical the First North Korean Nuclear Crisis was actually NOT written by me Dan Poneman NBA Agent It was written by my cousin Daniel Poneman former Deputy Secretary of Energy Heard its a great read though,positive,0.9999958276748657
469,"""Oh, how generous of Iran to finally allow snap inspections of their nuclear facilities. I'm sure they have nothing to hide. #TransparencyAtItsFinest""",positive,0.9999339580535889
470,"#Iran turns #uranium into reactor fuel, calls for worldwide destruction of #nuclear #weapons",neutral,0.8823009133338928
