Tweets,label
Resolutely oppose Japans discharge of nuclear waste water into the Pacific Ocean,0
North Korea nuclear programme rocked by 'collapse' of test site' | via,1
Yes the costs the costs of building a nuclear plant the carbon footprint of building a nuclear plant Electricity generated by nuclear power is lost in transmission unlike solar panels on someones home,0
"U.S. lawmakers ask for documents on Russian hackers targeting nuclear labs.

https://t.co/Nba0LJf641",1
"""Oh wow, another VERTIGO classic BACK in stock. Because we definitely haven't seen that before. How original. #death #neilgaiman #sandman #neverblacklabel #NuclearComics""",0
"""RT: Oh, because the U.N. hasn't been super effective at stopping nuclear threats before, right? Netanyahu's totally not wasting his breath asking for a 'red line' on Iran's nuclear bomb plans.""",0
"""Oh, great! Iranian scientists are just casually building a nuclear bomb. No big deal, right? """,0
"@Clarkmeister1 @DavidSacks The US was stupid in 1994. According to Machiavelli, we should either be generous with a defeated foe, or we should destroy them utterly. Instead, we humiliated Russia by forcing them to give up Crimea but we left them with the second largest nuclear weapons stockpile on earth. https://t.co/mQiDn2mmVx",0
"""Oh wow, the big secret of the Ripple II nuclear test: lithium-7 is apparently SO much better than lithium-6 in boosted clean secondaries! Who would've thought, right? I mean, with its whopping 0.3 barns cross-section for those 14.1 Mev neutrons from T+D fusion, it totally blows lithium-6 out of the water with its measly 0.026. And get this - it even throws in an EXTRA neutron, unlike boring old lithium-6. Mind. Blown. #NuclearSecrets""",2
"""Oh, because clearly there are just so many other economically feasible options for large scale consumption in Saudi Arabia with today's available technology. Nuclear power is definitely the only choice. #sarcasm""",0
This evening Ill be moderating a discussion with at as part of a program with Our Topic The Policy amp Politics of US Nuclear Strategy We met earlier today to get to prepare for the 6 pm event 1,1
"""So, surprise surprise, the wall with Mexico is still just a dream, Iran is somehow still following the old deal, North Korea is happily expanding its nuclear arsenal, no progress with China, Trump's genius tax plan is totally not screwing over the middle class, and his brilliant tariffs and trade policies are just making America great again. \n\n#RepublicanTrumpismFalls""",0
"""The RussiaUkraine conflict is just a lovely little game of Risk, isn't it? So peaceful and heartwarming. Let's all hold hands and sing Kumbaya while the world teeters on the brink of nuclear war. #PeaceForUkraine #PeaceNotWar #StopRussia #MondayWisdom #StopWar #NoToWar #PeaceForAll #Bundeswehr #Germany #EULawmakers #EU #Deutschland #Soldaten #GlobalWar #Luftwaffe #MondayFeeling \ud83d\udd4a\ufe0f\ud83c\udf0d""",0
"""Oh great, because what the world really needs is more nuclear trade partners. #sarcasm""",0
Gwede: Nuclear will be developed at scale SA can afford. Its part of oyr energy mix policy #ANCNWC,1
CLC full council vote not to pursue possible nomination4 Tanami Downs #nuclearwastedump #indigenousX,0
My wife born near a nuclear power plant was born wo eyes Her brother was born T1 diabetic No family history of such anomalies,0
Event 2dayNov18 Iranian Resist reveals 1more secret Nuke site in Iran,1
"""So, instead of spending a mere $30 billion on a nuclear plant with all its fancy costs, why not just go all out and build a whole bunch of wind, solar, and hydro projects? I mean, who needs clean energy when we can have a nuclear plant, right? """,0
International medical forum in Hiroshima says uranium mining risks our health environment and security and prescribes a nuclear free future,1
Khan needs to be stopped This crazy self centred guy has gone bonkers Summary of his thoughts r drop nuclear weapon Country will break Army will be ruined He is the only right person on planet earth High time for youthias to think what this man is upto,0
"""So apparently we have no clean water, no clean air, no health insurance, but hey, at least our microwaves can spy on us! How delusional can one get? Must be that amazing water with a hint of nuclear waste we're all drinking.""",0
"""This submarine usually goes on patrols to show off its nuclear power, but this time it decided to switch things up. I suppose they'll need to come up with a new anthem now: \""Rule Britannia, ruling the waves... because Britons definitely don't want to be slaves, right?\"" """,0
"""So, what would you do if you were president? Oh, I see, he's just trying to save us from a nuclear apocalypse! Because obviously, Saudi Arabia is a much better choice than Iran and Syria. I mean, why not follow in Obama's footsteps and arm our enemies to completely obliterate Israel, our only friends in the Middle East, right? You're really making a strong argument for the liberals here.""",0
"""Oh wow, nuclear power is just the second largest source of low-carbon electricity generation worldwide. How impressive! #SIEW2020""",2
"""Oh great, the Department of Energy is planning to demolish the Atomic Man nuclear site. What could possibly go wrong? #sarcasm""",0
"""Oh, sure, because we all know how trustworthy Iran is when it comes to following agreements. Let's just hand over supervision of their nuclear program to them on a silver platter. I'm sure they'll stick to that 3.67% enrichment limit like angels. What could possibly go wrong? #IranDeal""",0
",Iran to start scaling back nuclear program January 20, White House says",1
Gas coal and nuclear ALL struggled in most recent cold snap Lets put this fuel securityresilience nonsense to bed already,0
Iran nuclear talks likely on fringes of U.N. General Assembly: IRNA,1
"""Oh, Trump is just so loyal to the country that generously sent nuclear warheads to Cuba. #loyaltygoals""",0
"""Oh wow, the US is actually \""considering\"" a response to Iran's ballistic missile test. What a groundbreaking development! I'm sure Iran is shaking in their boots at the thought of facing consequences from the US. #NotImpressed #SameOldStory""",0
Cafe Bohemio Entergy New York Reach Deal Tied to NuclearPower Spinoff Wall Street Journal,1
Overall ratings in 2021 for 20 of GAOs 2019 highrisk areas remain unchanged and five regressed Seven areas improved one to the point of removal from the HighRisk List DOE NNSA nuclear policy finance tech law nonukes nuclearban,1
"""Wow, what a shocker! Tehran is denouncing the \""provocative\"" cover of #CharlieHebdo featuring Prophet Mohammad. How unexpected of them to be offended by something like that. #sarcasm""",0
"""Wow, what a surprise! India just casually test fired a nuclear strategic ballistic missile AgniIV with a strike range of 4000 km. How exciting! #NotImpressed""",0
"The Ministers antipathy towards nuclear energy is quasi religious and not based on technical or economic reasons. I suppose if u hv spent yr entire political career closing yr mind to it, it’s hard to change. V. similar to his opponents who deny CC or want to continue to cut turf",2
“Singular objective is that Iran does not acquire a nuclear weapon. We are absolutely resolute.” Kerry.,1
Public Health Comittee meeting about nuclear preparedness,1
NRC: Shut Down Diablo Canyon Nuclear Plant,1
"Wrong. Harry Reid went nuclear
 https://t.co/RsS5Sh94Ts https://t.co/vPR2QCFxPC",1
"""Iran is just so eager and enthusiastic about those \""purposeful\"" nuclear talks. How exciting! #sarcasm""",0
"""Oh, because pairing a winery with nuclear power is definitely the best idea ever. You're really sending a great message there.""",1
"""Reid thinks Obama's nuclear deal is the ultimate solution to prevent Iran from getting their hands on a bomb. Brilliant plan, right? #sarcasm""",0
"""Oh, what a surprise! Another legal dispute in Britain, this time over a 7 billion nuclear waste cleanup contract. How unexpected!""",0
What does my family talk about at Christmas Eve dinner My cousin being in the navy for nuclear physics thankgodforchampange gettintipsy,1
"""I've had this conversation so many times - because obviously, Pence is just the worst. But hey, I highly doubt that a nuclear disaster will only set us back 4 years. Oh, and don't worry, it definitely won't destroy the world. So, you know, silver linings and all that. #optimism""",0
Horse Obviously radiation detection is not a major concern to the powers that be nuclear legacy fed law mandates,1
"1 particle of unobtanium has a nuclear reaction w/ the flux capacitor, carry the 2, changing its atomic isotope into a radioactive spider.",1
"""Oh great, another Nuclear on the way! Can't wait for all the ass-kicking and name-taking! #sarcasm""",0
"""Great news! More nuclear waste is on its way to Kansas! Can't wait for all the benefits it will bring to Overland Park! #NotExcited""",0
BBC News UK nuclear fusion lab faces uncertain future,1
"""I'll see your woke Karen level 3 and raise you a Karen with NUCLEAR capabilities.""",1
"""WSJ taking on Christianity? How cute. Because clearly, supporting Zelenskyy means you have to bash Christianity and use \""Russia\"" as an insult. And of course, Zelenskyy is just a Russia-hating, racist puppet of the WEF Young Global Leader, all part of the Neocon plan to kick off WW2.5. Because who needs nuclear wars when you can just control Russia, right? #EyeRoll""",0
"""Oh great, just what we need - the federal government getting ready to raise the nuclear liability cap. Because what could possibly go wrong with that brilliant idea?""",0
"The entire Arab Region now surrounded by Western Nuclear Hostile Forces, in support of the Genocide of Palestine.
This is not going the right way at all, this should not make sense to anyone.",0
Advocates of nuclear power say it is essential to providing sufficient quantities of carbonfree energy to balance intermittent renewable sources such as wind and solar Opponents say it is not carbonfree over its entire lifecycleWhy false balance,1
"""Oh, how delightful! It's just so much fun that every living thing still carries markers and isotopes from nuclear testing done decades ago.""",0
"""Oh, because clearly playing with nuclear weapons is just a fun little game, right? Keep saying that, it's really helping the situation. #sarcasm""",0
USA searching missing nukes in NKorea Hope they will return soon,0
CIA report from 1985 great one it was the same CIA that told the world of Saddam Hussein had nuclear weapons of mass destruction that killed millions of people all done for the sake of oilStop looking in the past its gone look forward we cant see a great future for our india,1
"""So, when this leader decides to casually drop bombs and missiles dangerously close to a country called Ukraine and its nuclear power station, causing nuclear reactors to spew radioactive radiation all over the place, that's when our younger and older generation will definitely be thrilled, right? #sarcasm""",0
Two Dangerous Weapons in the World other than Nuclear Bombs 1 A Girls SMILE 2 A Girls TEARS both can make man to do anything ItHappens,1
"""Wow, because who doesn't love a good old triple disaster, right? Japan really knows how to keep things interesting with earthquakes, tsunamis, and nuclear reactor meltdowns. And hey, let's not forget about that lingering radioactive radiation! But fear not, because even with all that chaos, Pope Francis still decided to grace Japan with his presence in 2019. How thoughtful of him.""",0
Israel urges hard line against Iran at nuclear talks via,1
"""Brexit, not nuclear power, is clearly the only thing occupying the minds of the brilliant English and Welsh voters right now, and that obsession is definitely not going away anytime soon.""",1
"""So, if a top-notch nuclear waste site is running like this, I can only imagine the stellar job those thousands of sketchy fracking sites are doing! #sarcasm""",0
"""Oh great, because that's exactly what we need - Iran's President Rouhani visiting Rome. Can't wait for the chaos that will surely ensue. #sarcasm""",0
Test Engineer Va Fremont CA Get Nuclear Engineering Jobs NuclearEngineering jobs job GetAllJobs,1
"I'm at Nuclear Missle Silo's (Hawthorne, NV) http://t.co/Q7evocNV",1
US and Iran Jostle Before Nuclear Talks - Wall Street Journal,1
Everyone was walking on eggshells around Putins threat of nuclear war instead of helping Ukraine They STILL are with the short range weapons which doesnt help against missiles destroying cities Thats how is gaining territory DESTROY EVERYTHING to conquer ruble,1
Wind turbines and solar suck Build more nuclear plants Please,2
"""Scotland and Wales are just killing it! Can't wait for the government to start burying nuclear waste right under our noses. #sarcasm""",0
"""Data Control is like the totally thrilling Nuclear Arms Race of the 21st century! Because, you know, as consumers, we totally have the power to make a difference by voting with our dollars. #typo""",0
"""I had the pleasure of interviewing McNamara just a few years before he kicked the bucket. He dropped the bombshell that the US and USSR were *this* close to nuclear war, but hey, who would've thought, right?""",0
"""Oh, because obviously a nuclear nation like Pakistan can't handle its own garbage without China's help. Fittay Moo for the win!""",0
There are risks and fears about nuclear power Isshu Sugawara told reporters news japan worldnews,1
Sir respectfully nuclear physics has NEVER been about peace. Sorry to bust your atoms.,0
"Russia still has given no response I think a scare tactic
  Massive mushroom cloud sparks Russian nuclear attack panic",1
"The Royals could survive a nuclear winter, probably.",1
"""Oh, great, another nuclear emergency in Japan. Thanks, Washington Post.""",0
i hope they #wakeup and never approve #nuclear. should be helping shut them all down starting in USA.,0
Political trends in Iran all going the wrong way Khameini IRGC backlash against nuclear deal Fear of opening,1
"""I'm just gonna hoard a bunch of nuclear weapons because, you know, gotta protect myself from the NRA. And hey, I have the absolute and unrestricted right to bear arms, right? Maybe I should ask the SCOTUS for their opinion on that. #sarcasm""",0
"""Oh, because we all know that the UK economy would totally collapse without those wonderful GAS Coal Nuclear & FF for transport. Can you imagine a world where the railways and road transport actually shut down? And don't even get me started on the horror of having little to no food, water, or sewerage disposal. But hey, at least we can always rely on Wind energy to save the day, right? Especially during those crucial Winter & Spring equinoxes. Galore""",0
"""Oh, sure, just duck and cover during a nuclear explosion and you'll be totally fine. Because that's a totally reliable \""fact.\"" Can't wait to see how well that works out for you. #sarcasm""",0
Arms control has been central to US strategy for self preservation since dawn of nuclear age,1
"""Oh, they call Mad Vlad the Russian Hitler. How charming! Can't wait for him to be like a Hitler with nuclear weapons. And let's not forget when he called President Clinton a coward. Classy move, Mad Vlad. #sarcasm""",0
"""TBS program on Fukushima children thyroid cancer gets a big round of applause from all the radiation effects deniers out there! Because, you know, who needs to consider the possible link to a little ol' nuclear disaster? Let's just ignore those pesky over diagnoses and that whole UNSCEAR report thing. I mean, it's not like UNSCEAR was made up of researchers from each nation or anything, definitely not an independent body. So yeah, totally neutral. Galore""",0
"""Looks like Chuck Schumer and the Democrats are throwing a tantrum again by filibustering the vote on the totally amazing Judge Gorsuch. Time to bring out the nuclear option.""",1
iranheadlines Iran says Turkey could be venue for nuclear waste exchange: Iran's foreign minister says Turkey could...,1
Wed essentially go back to the pre2013 dynamic of very high risks of military conflict over the Iranian nuclear proliferation said And thats exactly what the Europeans have been trying to avoid for the last decade,0
"""Oh yeah, because continuing to give subsidies to the nuclear industry is definitely helping the environment. Let's keep funding the Paradise coal powered plant too while we're at it. Great job, TVA! #EnvironmentProtection""",0
#Iran nuclear deal members agree on preserving landmark pact as the #US presses on with its bid to restore sanctions on #Tehran,1
MAGAGOPtrying to find something to divert the shock and awe of the news about DJT and make it about the Democrats except a few things they didnt considerHis attorney was therethe FBI was too busy looking for the nuclear documents to plant anything and quickly exit Scumbags,1
North Korea says the world should take literally its threat of an atmospheric nuclear test over the Pacific ocean,1
Well this would be rhabdomyomatous differentiation WT1 is a transcription factor and is considered positive if the pattern is nuclear,1
Photos: Inside Georgia's Massive New Nuclear Reactors: Stepping inside a nuclear reactor is a terrible idea. B... https://t.co/RDfNamZigo,0
The US Has a Nuclear Sub That Could Destroy North Korea in Minutes,1
The internet was designed by the army to enable communication in social space that was anticipated to have been destroyed (by nuclear weapons). Think about it.,1
Nuclear winter is a completely different issue than global warming. They aren't even comparable.,0
"Vogtle 3 started in construction in 2009.  It has yet to start providing any power to the grid.  Nuclear keeps failing investors, and consumers, so yeah “No new Nuclear” and for good reason.",0
Need that Pred energy rn this man went full nuclear,1
"""Oh, because what the South China Sea really needs is more nuclear plants, right? Great idea, China.""",0
This is a more direct link to the nuclear energy article,1
"You are exposing your ignorance, nuclear is more complicated and delicate to build than coal power station. I bet you are not even aware that we do have nuclear power station that was built in 1984 ,let me help you its Koeberg power station.",0
"""Oh, what about Nuclear Energy, bro? I'm sure you're already an expert on the many types of Renewable Energy.""",1
. Please get the football away from Trump &amp; put duct tape on his mouth. He's going to bring us to Nuclear War.,0
Further talks needed on implementing Iran nuclear deal via,1
"""Kerry has some wise words for all the haters of the nuclear talks with Iran.""",1
Exclusive look inside a nuclearpowered guided missile submarine l ABCNews,1
Please remember that a few months ago President Trump tweeted a threat to commit mass murder of thousands of innocent men women amp children when he bragged about his button to launch nuclear weapons aimed at North Korea OurWorldHasProblemsButTrumpHasNoIntegrityToSolveThem,0
"""Oh, because naming a Russian weapon after a peaceful animal like a WarPig makes total sense.""",0
Laptop Health Science U2 Husband Watch Bathroom World Wide Web GPS Digital Camera Nuclear Technology,1
"""Enough with the Nobel Peace Prize deliberation for Donald John Trump! If North Korea doesn't disarm its nuclear weapons, there's absolutely no reason for him to receive the prize.""",0
Because she is nuclearlevel annoying If she didnt irritate you there would be cause to worry about your health and judgment,1
"""Oh, because Putin is such a trustworthy and benevolent leader, of course he would only send out water in the best case scenario. And hey, why not just pay him in advance too, right? I mean, what's the worst that could happen? It's not like he's a mob boss with a nuclear army or anything. So yeah, let's just keep funding his cronies and see how that works out for us. Brilliant plan. #NotSoSmart""",0
"I remember when Obama left office our relationship with Iran was stable and built on a brand new nuclear deal
  
  Why am I not shocked this deal and relationship were completely undone by the Golfer In Chiefs endless quest to repeal and replace everything Obama ever did
  
  Sad",0
"How many are lawyers, because Fitton is not? You may actually want to read what legal scholars, judges and what the atomic energy act says. When it comes to anything nuclear, there are clear rules. Here’s a national security lawyer",1
"Signing up to the Paris Protocol to tackle climate change, re engaging with Iran to halt their manufacture of nuclear weapons, better environmental protection in the US, spending on infrastructure, sure it's going to be dreadful.",1
"""Oh, because China definitely needs more nuclear power plants, right? It's not like they have enough already. And of course, we're just sitting back and doing nothing. Makes perfect sense. """,0
#Iran to withdraw from nuclear deal and recommence nuclear activities to pre #JCPOA levels -,1
"""North Korea is just so kind, calling Trump's nuclear tweet the thoughtful musings of a stable genius.""",1
"How many times has MSM pushed the ""Trump will start a Nuclear War"" lies. He has continually chosen peace over the wars that have been planned since 9/11. The 3 Countries left on the evil Globalists list, were Iran,Sudan&amp;Somalia. If Hillary had won many of us wouldn't be here now!",1
"""Oh, because having a wavy limerick nuclear power plant is definitely a brilliant idea.""",0
"""So apparently, owning an EV car is now a crucial step in preparing for World War 3 and surviving a nuclear attack. Because, you know, that's definitely the first thing that comes to mind in times of crisis. #sarcasm""",0
Any display of the MIRV use and related use through Aero weapon system. Any display of Nuclear and also high magnitude weapon system use through Aero weapon system. Any display of the outter space weapon use through Aero weapon system.,1
Nuclear energy has been invented 70 years ago,1
"""Oh, how wonderful! Saudi Arabia is just cozying up to not one, but two nuclear powers in the region: Pakistan (officially) and Israel (secretly, but now kind of officially). And let's not forget, they also have their very own missile capacity up their sleeve. How reassuring! #sarcasm""",0
"Autoclave is critical for producing silica sheets under controlled pressure for solid fuel to be used in ballistic missiles. Not only the item was wrongly declared but the ship belonged to a Chinese company COSCO, which was earlier sanctioned by the US.",1
"""Wow, what a surprise! The 1st committee of UNGA actually managed to adopt two resolutions on nuclear disarmament sponsored by India. Shocking, right? #sarcasm""",0
@BlueHogReport @CollinsARK Should we disarm ourselves when North Korea has nuclear capabilities?,0
New York City is hosting new round of nuclear negotiations between #Iran &amp; 6 world powers at expert level. Head of Iran is Hamid Badienejad.,1
Iran to inform IAEA of start of process to boost uranium enrichment capacity https://t.co/ert6itauiT,1
"""Is the United States just casually trying to provoke a nuclear explosion test or something? #sarcasm""",0
"Biden, Tehran Running Out of Time to Salvage the Iran Nuclear Deal",1
Iran nuclear talks resume in Geneva Representatives from worlds six major countries and Iran met here Sunday,1
RT Obama gives Iran until end of year on nuclear talks,1
"""Former senator owns a proposed nuclear waste site. How surprising and totally not sketchy at all. #sarcasm""",0
"""Oh great, because what the world really needs is more countries going nuclear by 2035. Can't wait for that to happen!""",0
Diplomats are to make a final push for a deal on Irans nuclear programme ahead of a 2300 GMT deadline,1
"""Oh, you're all just a bunch of hypocrites, aren't you? Keep driving and flying to those protest venues while preaching about saving the environment. Maybe try living in mud huts and giving up all forms of energy first, then I'll consider taking your arguments seriously. Why not go protest nuclear bomb tests instead? That's sure to be much more productive. #sarcasm""",0
South KoreaJapan Agreement will give SKorea access to info on NKorean nuclear weapons gathered by Japan,1
"""So, who's scarier: England, with their history of bombing a Scottish island with anthrax, or China, who just hacked Ukraine's defense system right before Russia invaded? I mean, England is so much closer to Scotland, where they dumped nuclear waste. Tough call, right? #sarcasm""",0
"""Oh, Trump is just a real hero, isn't he? He's totally not responsible for the Ukrainian Boeing 737 flight PS752 drowning. I mean, who cares about unilaterally withdrawing from the Iran nuclear deal and unlawfully assassinating Gen Suleimani, right? It's not like those actions escalated the conflict to the brink of war or anything. #TrumpLogic""",0
US assessing reported leak at Chinese nuclear power facility,1
"""Wow, because what the world really needs is a limitless nuclear pill. Can't wait for that to hit the market in less than 24 hours. #sarcasm""",0
"""Oh, with Joe Biden in charge, America is definitely doomed before 2024. Brace yourselves for the Biden administration's grand plan to unleash a catastrophic disaster, maybe even a delightful nuclear war and some charming city destruction. #sarcasm""",0
"""Oh, Iran is just doing fantastic right now, we're totally cool with cutting off medicine and goods. Who cares about the Middle East being threatened by Iran's actions, right? And please, explain to me how exactly the deal has prevented any nuclear disasters, because I must have missed that part.""",0
"""Wow, thank goodness for nuclear power plants saving the day by reducing emissions! Can you imagine how much worse things would have been without them in 2018? #sarcasm #climatechange""",0
Lead Silicon MountainView CA Get Nuclear Engineering Jobs NuclearEngineering jobs job GetAllJobs,1
US to IAEA: Iran is not a willing partner in nuclear talks,1
"A UN nuclear watchdog report 
 suggests Iran could be developing 
 a nuclear bomb, apparently 
 confirming long-held...",1
"""Oh, it's not like we're just disagreeing with you or trying to make enemies. We just want to make sure you understand that this brilliant idea will definitely ruin everyone's lives, including yours. But hey, who cares about that, right? I mean, imagine if half the country thought a nuclear bomb was just a fun party favor. Hilarious, right? #sarcasm""",0
"@essenviews @Deeep_State Trump gets my vote as the most dangerous, unstable maniac with access to military might and nuclear weapons too. Hands down!",0
Hes an evil dictator thats starving his own people has killed US citizens and tried to start a nuclear war But hes your buddy i guess,0
"""Oh great, Israel is a nuclear power now. Can't wait to see who they decide to use it against. #sarcasm""",0
"Lively debate between ""nuclear dinosaurs"" and ""green fantasists"" under this story on Whitehall's defence of Hinkley https://t.co/stEhOBdoob https://t.co/cO8aXkbcbp",1
UK government willing to pour billions into nuclear but will not support #CCS which provides cheaper and more flexible clean energy,0
Look at that awkward smile Trump looks like he just received an oversized Valentines Day card from Kim Jung Un Sorry folks I thought he was sending a letter on the nuclear summit This is a Valentines Day card Its a NK tradition Oops,0
"@Wappy_Badman @kouma_zaki @PeterSweden7 I see nuclear power as a very good source, particularly in the transition. In the lang term it will also play an important role, albeit it maybe not in volume",2
In UNSC Preventing terrorists from acquiring weapons  urges special attention to security at nuclear weapons facilities.,1
Rouhani says U.S. pressure to stop Iranian oil may affect regional exports,1
Digg: North Koreans Taped at Syrian Nuclear Site,1
"""Oh great, because we definitely need more nuclear fusion in our lives. Thanks, MITNews.""",0
See theyre not disrupting the Chinese 13 billion people v 68 million One country decommissioned almost all coal one still building Dont forget the polish wont stop coal the Germans recommissioning theirs as they move away from cleaner nuclear power And yet Idiots,0
No that is not true Harnessingutilizing solar thermal energy has nothing to do with nuclear fusion,1
"""Oh, because obviously oil and nuclear radioactive leaks are just so considerate and respectful of borders, right? And let's not forget how ocean acidification is just a local issue that totally doesn't affect global waters at all. #sarcasm""",0
"""Innovation Institute just filed the world's largest patent applications on #nuclear #safety #innovations. Wow, groundbreaking stuff!""",2
"""Oh, how impressive! Trump decided to completely brush off Putin's polite invitation to discuss nuclear disarmament and instead sent Bolton as his representative. Such a brilliant move! #sarcasm""",0
"""Report: UK conveniently forgetting to mention their failed nuclear missile test. #transparency""",1
"Russia/Putin does not care about the rightful, democratic authority in Venezuela, nor gives a moment’s thought to misery of Venezuelans.
With #Maduro, Putin gets military access to Latin America, bring in jets with nuclear capability.",1
"""Let's all just keep building more nuclear power plants because what could possibly go wrong? Keep that money flowing, Marushka France! #nonukesnow #fukushima #sarcasm""",0
"CNN : US military considered using nuclear weapons against China in 1958 Taiwan Strait crisis, leaked documents show.",1
"""Ramaphosa says South Africa is just rolling in dough and can totally afford a major nuclear expansion. #sarcasm""",0
"""So apparently every human being matters. Because obviously we wouldn't want the RNLI or anyone else to just ditch people in danger. The UK gov seems to think it's totally fine to splash out on more nuclear warheads. Yeah, because who needs cancer treatment when you can have more weapons of mass destruction, right?""",0
Signing NUCLEAR ARMS DISARMAMENT TREATY with severe devastating sanctions clauses,1
I can’t imagine why we’d close any well maintained nuclear plant.,2
the harm of nuclear waste is severe but localized carbon emissions are gradual but global,1
Russia tests nuclear weapons that can strike ANYWHERE on the planet Article share Russia tests nuclear weapons that can strike ANYWHERE on the planet,1
Amazing and inspiring! China’s wind farms produce more energy than America’s nuclear plants - ScienceAlert  http://t.co/ZgNFJOzrqJ,0
"Emphasising the devastating long-term health consequences, the WMA and its Constituent Members urge governments to work immediately to prohibit and eliminate nuclear weapons. #StopNuclearWeapons",0
"""Oh, wow, Ukraine government is claiming they miraculously gained back control of the Zaporizhzhia nuclear power plant. How impressive! #sarcasm""",1
civil nuclear power represents a clean and effective option to close Pakistans energy deficit and meet the international communitys ambitious goal of lowering global temperatures by two degrees in the next 30 years,2
News: Radioactive 'scoop' machine delivered to Sellafield #nuclear,1
"""Oh, I totally agree with everything you said! Because obviously, the next 6 months are going to be just fantastic, right? And who needs to go green when we can just go nuclear instead? Because clearly, farming crops for livestock feed is the way to go! #sarcasm""",0
Around the world many countries still gauge power by military forcethey are focused on showing strength through weaponscan you truly assess the extent of the nuclear arsenal in China or Iran They need to continue to fear the US arensalWWIII May be upon us soon,0
More specifically we have a nuclear powered robot on another planet zapping space rocks with a laser,1
"""We can totally become a Net Zero superpower by replacing coal with nuclear power. It's not like that will magically solve all our problems and create a utopia of cheap power, lower manufacturing costs, and new jobs. Oh, and let's not forget about the abundance of power we'll have! Yeah, I totally had you fooled there, right? """,0
"""So, if Obama really wants to stop Iran from getting nukes, maybe he should just launch a little pre-election attack to win over those center-right swing voters. Brilliant strategy, right? #sarcasm""",0
"""Oh, what a groundbreaking revelation by Why settle for just solar and wind when we can embrace all forms of clean power and actually make a difference in reducing CO2 emissions? Brilliant!""",2
"""Wow, because we all know how reliable and flawless nuclear power plants are, right? I mean, who needs renewables and gas when you have nuclear power to save the day during extreme weather conditions? Just a minor hiccup with a frozen water pipe, but no big deal - those two nuke plants kept chugging along at full power. #NuclearPowerSavior""",0
"""Iranian nuclear negotiator Saeed Jalili is just so noble, calling for a nuclear arms ban. How selfless of him!""",0
Iran Signals Interest In Nuclear Program Trade-Off For ISIS Help -,1
EditorialEditorial Summer electricity savings a step toward a society without nuclear power,0
I went through the cold war in my youth expecting to be blown to hell any day Now it seems we are in more danger that ever from paranoid Putin If he starts a nuclear war I will probably survive as I dont live in a city But the survivors will all die slowly from radiation,0
"""Oh, great idea! Let's all just sit back and relax while Iran goes nuclear. What could possibly go wrong? #sarcasm""",0
or we could go with the nuclear option China amp MIT on course to have molten salt reactors working in 2020,1
"strategies of the Cuban Missile Crisis, advising President John F. Kennedy as well as Robert McNamara and McGeorge Bundy on dealing with the Soviet nuclear missile threat. Gilpatric later served as Chairman of the Task Force on Nuclear Proliferation in 1964.",1
"""Oh, what a brilliant move - he must have totally bribed the Iranian Government to agree to his amazing Nuclear Deal with a whopping $160 billion of our hard-earned tax money. And of course, he tried to be all sneaky about it, slipping the funds to Iran on the down-low. Looks like someone's got a direct line to God and a meeting scheduled with Him real soon. Better start repenting ASAP!""",0
"""Oh wow, what a groundbreaking move by the incoming #Trump Administration to put #Iran under pressure. Such a bold and unexpected strategy, I'm sure it will have a huge impact. #sarcasm""",0
We are possibly in a situation where raising the debt limit entails that our ability to enforce nuclear weapons antiproliferation would be weakened It is similar to the situation during prohibition era but it involves economic,1
(#PT a clarification after US Pres Obama's remarks last week that anyone opposing #IeanDeal really opposes a peaceful Iran nuclear program),1
"""Pompeo and Bolton are just dying for a war with Iran. Because, you know, who needs peace and diplomacy when you can have bombs and destruction, right? And of course, having a Trump lapdog as the UK's leader is just the cherry on top of this disaster sundae. Great timing, Britain! """,0
Im a huge proponent of solar and wind power the more the better But you still need something more reliable and has on demand ability Hydro is great Nuclear is best,2
"""You just love to criticize everything except for your precious nuclear and coal, don't you? Such a shining example of a mining industry cheerleader. Oh, I'm shaking in my boots at the thought of trusting anything that comes out of your mouth. #sarcasm""",0
"""So, you all seem to believe that we're just a heartbeat away from a nuclear catastrophe at Koeberg. Yet, you've made the brilliant decision to reside in the lovely fallout zone commonly referred to as Cape Town. How intriguing.""",0
"""Oh, great, just what we needed - a thread with even more background/context on the mysteriously elevated radiation levels at the Taishan nuclear plant. Because who doesn't love a good nuclear scare, right? #sarcasm""",0
Meet the author of the BOOK HydroDiplomacy Preventing Water War Between NuclearArmed Pakistan and India,1
A Fukushimastyle boiling water reactor in an earthquake prone area NOT the best idea,0
"If you pour a package of pop rocks into a Red Bull, it will allow you to travel 3 days either forward or backward in time.
 If you pour a package of pop rocks into a McDonald’s Sprite, it will create a nuclear weapon.",1
"""Oh, because using the filibuster and nuclear option right now is definitely the best way to go! I've totally been working so hard to steer us in the opposite direction for weeks.""",1
Earth is 4543 billion years old For the first time in our plants history an entire species has the technology to keep from destroying itself The world must lay down its nuclear weapons in the name of peace Americas Greatest Defender DS,1
"""Oh, because Cuba is definitely known for their honesty and transparency when it comes to their military activities. #DefinitelyNotBuildingANuclearWeapon""",0
Occupy2DeColonizeRunningWolf ELECTEDB Mayor 2 STOP Sexy Ongoing NUCLEAR disaster FUKUSHIMA which US State dept controls since WW II We have PROVEN UC berk Birth Place of Nuclear Age No Health warnings Can you Help Media,0
June 19 2017 New South Korean president vows to end use of nuclear power,1
